Year,Month,Entity ID,Entity Name,Plant Producer Type,Plant Name,Plant State,Plant ID,Generator ID,"
Net Summer Capacity (MW)",Technology,Energy Source Code,Prime Mover Code
2019,4,13201,"Naknek Electric Assn, Inc",Electric Utility,Naknek,AK,6301,NA6,3.0,Petroleum Liquids,DFO,IC
2019,4,13201,"Naknek Electric Assn, Inc",Electric Utility,Naknek,AK,6301,NA7,3.0,Petroleum Liquids,DFO,IC
2019,4,61227,Nautilus Solar Solutions,IPP,Nautilus Saint Cloud Solar CSG,MN,62031,SC,5.0,Solar Photovoltaic,SUN,PV
2019,4,61227,Nautilus Solar Solutions,IPP,Nautilus Winsted Solar CSG,MN,62032,WS,3.0,Solar Photovoltaic,SUN,PV
2019,4,61612,"Panda Solar NC 1, LLC",IPP,"Panda Solar NC 1, LLC",NC,62089,20002,1.0,Solar Photovoltaic,SUN,PV
2019,4,61655,"Panda Solar NC 2, LLC",IPP,"Panda Solar NC 2, LLC",NC,62120,20003,2.0,Solar Photovoltaic,SUN,PV
2019,5,61325,"Aquarius Community Solar Gardens, LLC",IPP,Aquarius Community Solar,MN,61710,AQUA,1.0,Solar Photovoltaic,SUN,PV
2019,5,803,Arizona Public Service Co,Electric Utility,Ocotillo,AZ,116,GT5,104.7,Natural Gas Fired Combustion Turbine,NG,GT
2019,5,59474,BQ Energy LLC,IPP,Homer Street East,NY,62725,HSE,1.6,Solar Photovoltaic,SUN,PV
2019,5,59474,BQ Energy LLC,IPP,Homer Street West,NY,62724,HSW,1.6,Solar Photovoltaic,SUN,PV
2019,5,59474,BQ Energy LLC,IPP,Steel Sun 2: 2303-III-2 Hamburg Tpke,NY,62723,SS22,2.0,Solar Photovoltaic,SUN,PV
2019,5,59474,BQ Energy LLC,IPP,Steel Sun 2: 2303-III-4 Hamburg Tpke,NY,62722,SS24,2.0,Solar Photovoltaic,SUN,PV
2019,5,59474,BQ Energy LLC,IPP,Steel Sun 2: 2303-III-9 Hamburg Tpke,NY,62721,SS29,2.0,Solar Photovoltaic,SUN,PV
2019,5,59239,Bannock County Landfill,Commercial,Bannock County LFG to Energy,ID,59529,GEN 2,1.4,Landfill Gas,LFG,IC
2019,5,60672,Birdsboro Power LLC,IPP,Birdsboro Power,PA,61035,GEN1,476.0,Natural Gas Fired Combined Cycle,NG,CS
2019,5,62003,"CMR Solar, LLC",IPP,CMR Solar LLC,NY,62486,CMRSL,2.0,Solar Photovoltaic,SUN,PV
2019,5,61568,Chisago Holdco LLC,IPP,"Chisago Holdco LLC, CSG",MN,61968,CHIS,3.0,Solar Photovoltaic,SUN,PV
2019,5,61419,"Constellation Solar MC, LLC",IPP,Gateway Solar,MD,61794,GTWYS,2.6,Solar Photovoltaic,SUN,PV
2019,5,61567,DP-C2 Episode 1 LLC,IPP,Blackville Solar II,SC,61973,C2BV,20.0,Solar Photovoltaic,SUN,PV
2019,5,61339,"Deneb Community Solar Garden, LLC",IPP,Deneb Community Solar,MN,61715,DENE,1.0,Solar Photovoltaic,SUN,PV
2019,5,58970,"Ecoplexus, Inc",IPP,Folsom SP and CSP Sacramento,CA,61698,FOLSM,1.3,Solar Photovoltaic,SUN,PV
2019,5,60496,Enerparc Inc.,IPP,Cloverdale Solar Center,CA,60813,ECA02,1.0,Solar Photovoltaic,SUN,PV
2019,5,56201,Engie North America,IPP,"Seymour Hills Wind Project, LLC",TX,62227,WTGS,30.2,Onshore Wind Turbine,WND,WT
2019,5,11241,Entergy Louisiana LLC,Electric Utility,St. Charles Power Station (LA),LA,60926,1A,250.0,Natural Gas Fired Combined Cycle,NG,CT
2019,5,11241,Entergy Louisiana LLC,Electric Utility,St. Charles Power Station (LA),LA,60926,1B,250.0,Natural Gas Fired Combined Cycle,NG,CT
2019,5,11241,Entergy Louisiana LLC,Electric Utility,St. Charles Power Station (LA),LA,60926,1C,500.0,Natural Gas Fired Combined Cycle,NG,CA
2019,5,6035,Exelon Power,IPP,Exelon West Medway II LLC,MA,59882,5,97.4,Natural Gas Fired Combustion Turbine,NG,GT
2019,5,62122,"Minuteman Eenergy Storage, LLC",IPP,Minuteman Energy Storage,MA,62644,MMES,5.0,Batteries,MWH,BA
2019,5,13902,NorthWestern Energy,Electric Utility,Hauser,MT,2185,HAU7,3.4,Conventional Hydroelectric,WAT,HY
2019,5,62010,Prairie Queen Wind Farm LLC,IPP,Prairie Queen Wind Farm,KS,62488,WT,199.3,Onshore Wind Turbine,WND,WT
2019,5,61613,Sartell Holdco LLC,IPP,Sartell Holdco CSG,MN,62036,SARTE,5.0,Solar Photovoltaic,SUN,PV
2019,5,61616,Solar Provider Group MN I LLC,IPP,Syncarpha Dodge 1 CSG,MN,62053,SPGD1,1.0,Solar Photovoltaic,SUN,PV
2019,5,60531,Standard Solar,IPP,Mesa CSG 1 Murdock,CO,62719,X0038,1.5,Solar Photovoltaic,SUN,PV
2019,5,60531,Standard Solar,IPP,Mesa CSG 2 Massicotte,CO,62718,X0037,1.5,Solar Photovoltaic,SUN,PV
2019,5,61842,USS Webster Solar,IPP,USS Webster Solar CSG,MN,62336,USWEB,1.0,Solar Photovoltaic,SUN,PV
2019,5,58105,University of Redlands,Commercial,Energy Center,CA,58168,TURB1,0.3,Natural Gas Internal Combustion Engine,NG,IC
2019,5,58105,University of Redlands,Commercial,Energy Center,CA,58168,TURB2,0.3,Natural Gas Internal Combustion Engine,NG,IC
2019,5,58105,University of Redlands,Commercial,Energy Center,CA,58168,TURB3,0.3,Natural Gas Internal Combustion Engine,NG,IC
2019,5,57081,"WGL Energy Systems, Inc",IPP,Nationals,DC,62710,SO435,1.0,Solar Photovoltaic,SUN,PV
2019,5,62669,"Westtown NY 1, LLC",IPP,Westtown CSG,NY,62764,WT,2.0,Solar Photovoltaic,SUN,PV
2019,6,60146,Ameresco Federal Solutions,IPP,MCRD Parris Island PV,SC,61956,BAKUP,2.5,Petroleum Liquids,DFO,IC
2019,6,60146,Ameresco Federal Solutions,IPP,MCRD Parris Island PV,SC,61956,BLKST,1.0,Petroleum Liquids,DFO,IC
2019,6,60146,Ameresco Federal Solutions,IPP,MCRD Parris Island PV,SC,61956,CHPP,3.5,Natural Gas Fired Combustion Turbine,NG,GT
2019,6,57449,Borrego Solar Systems Inc,Industrial,Clif Bar Bakery of Twin Falls,ID,62151,PV1,2.0,Solar Photovoltaic,SUN,PV
2019,6,62634,"Chester Woods Point Solar, LLC",IPP,"Chester Woods Point Solar, LLC CSG",MD,62720,5540,2.0,Solar Photovoltaic,SUN,PV
2019,6,58871,Citizens Enterprises Corporation,IPP,Two Mile Desert Project,NC,60510,PV1,16.2,Solar Photovoltaic,SUN,PV
2019,6,16604,City of San Antonio - (TX),Electric Utility,Commerce ESS,TX,62609,BA1,10.0,Batteries,MWH,BA
2019,6,61567,DP-C2 Episode 1 LLC,IPP,Diamond Solar II,SC,61974,C2BV,8.2,Solar Photovoltaic,SUN,PV
2019,6,61567,DP-C2 Episode 1 LLC,IPP,Edison Solar II,SC,61975,C2BV,4.8,Solar Photovoltaic,SUN,PV
2019,6,58970,"Ecoplexus, Inc",IPP,Felton CSG PV1-5,MN,62210,FELT1,1.0,Solar Photovoltaic,SUN,PV
2019,6,58970,"Ecoplexus, Inc",IPP,Felton CSG PV1-5,MN,62210,FELT2,1.0,Solar Photovoltaic,SUN,PV
2019,6,58970,"Ecoplexus, Inc",IPP,Felton CSG PV1-5,MN,62210,FELT3,1.0,Solar Photovoltaic,SUN,PV
2019,6,58970,"Ecoplexus, Inc",IPP,Felton CSG PV1-5,MN,62210,FELT4,1.0,Solar Photovoltaic,SUN,PV
2019,6,58970,"Ecoplexus, Inc",IPP,Felton CSG PV1-5,MN,62210,FELT5,1.0,Solar Photovoltaic,SUN,PV
2019,6,58970,"Ecoplexus, Inc",IPP,Randolph CSG PV1-5,MN,62209,RAND1,1.0,Solar Photovoltaic,SUN,PV
2019,6,58970,"Ecoplexus, Inc",IPP,Randolph CSG PV1-5,MN,62209,RAND2,1.0,Solar Photovoltaic,SUN,PV
2019,6,58970,"Ecoplexus, Inc",IPP,Randolph CSG PV1-5,MN,62209,RAND3,1.0,Solar Photovoltaic,SUN,PV
2019,6,58970,"Ecoplexus, Inc",IPP,Randolph CSG PV1-5,MN,62209,RAND4,1.0,Solar Photovoltaic,SUN,PV
2019,6,58970,"Ecoplexus, Inc",IPP,Randolph CSG PV1-5,MN,62209,RAND5,1.0,Solar Photovoltaic,SUN,PV
2019,6,61872,Gavilan District College Solar Project,IPP,Gavilan District College Solar Project,CA,61993,GDCBA,0.5,Batteries,MWH,BA
2019,6,7140,Georgia Power Co,Electric Utility,Waynesboro Community Solar,GA,62409,1,2.4,Solar Photovoltaic,SUN,PV
2019,6,7136,Georgia-Pacific Consr Prods LP-Naheola,Industrial,Georgia-Pacific Consr Prods LP-Naheola,AL,10699,TG4,29.4,Wood/Wood Waste Biomass,WDS,ST
2019,6,62719,Green Street Power Partners,IPP,GSPP Held LLC CSG,MN,62829,HELDM,3.0,Solar Photovoltaic,SUN,PV
2019,6,60025,Greenbacker Renewable Energy Corporation,IPP,Oak Leaf Solar XXVIII LLC (CSG),CO,62255,53973,1.5,Solar Photovoltaic,SUN,PV
2019,6,62131,HL Solar LLC,IPP,HL Solar,CA,62655,HLS,7.6,Solar Photovoltaic,SUN,PV
2019,6,60040,Hale Wind Energy,IPP,Hale Community Wind Farm,TX,59247,HALE1,478.0,Onshore Wind Turbine,WND,WT
2019,6,49893,Invenergy Services LLC,IPP,Santa Rita East,TX,62038,STRAE,302.4,Onshore Wind Turbine,WND,WT
2019,6,59678,"KDC Solar PR1, LLC",IPP,"KDC Solar PR1, LLC",NJ,59910,SF,22.0,Solar Photovoltaic,SUN,PV
2019,6,56990,NJR Clean Energy Ventures Corporation,IPP,IFF Union Beach Project,NJ,62306,IFFUB,5.5,Solar Photovoltaic,SUN,PV
2019,6,56990,NJR Clean Energy Ventures Corporation,IPP,McCullough Road Solar Farm,NJ,62638,WASHG,7.6,Solar Photovoltaic,SUN,PV
2019,6,61708,NRG Canal 3 Development LLC,IPP,Canal,MA,1599,3,330.0,Natural Gas Fired Combustion Turbine,NG,GT
2019,6,61943,"North Rosamond Solar, LLC",IPP,North Rosamond Solar LLC,CA,59879,GEN01,160.0,Solar Photovoltaic,SUN,PV
2019,6,60685,Novel Energy Solutions,IPP,Novel Solar One CSG LLC,MN,62665,HELD,3.0,Solar Photovoltaic,SUN,PV
2019,6,61598,"Novel Solar Three, LLC",IPP,Gibbon Solar,MN,62010,PGRK1,3.3,Solar Photovoltaic,SUN,PV
2019,6,59300,PNM Resources,Electric Utility,Rio De Oro Solar Energy Center,NM,62597,RDO,10.0,Solar Photovoltaic,SUN,PV
2019,6,15452,PSEG Power Connecticut LLC,IPP,Bridgeport Station,CT,568,501,375.7,Natural Gas Fired Combined Cycle,NG,CT
2019,6,15452,PSEG Power Connecticut LLC,IPP,Bridgeport Station,CT,568,502,200.6,Natural Gas Fired Combined Cycle,NG,CA
2019,6,61663,"Panda Solar NC 10, LLC",IPP,"Panda Solar NC 10, LLC",NC,62128,20031,2.0,Solar Photovoltaic,SUN,PV
2019,6,61664,"Panda Solar NC 11, LLC",IPP,"Panda Solar NC 11, LLC",NC,62129,20032,2.0,Solar Photovoltaic,SUN,PV
2019,6,61656,"Panda Solar NC 3, LLC",IPP,"Panda Solar NC 3, LLC",NC,62121,20011,2.0,Solar Photovoltaic,SUN,PV
2019,6,61657,"Panda Solar NC 4, LLC ",IPP,"Panda Solar NC 4, LLC",NC,62122,20009,2.0,Solar Photovoltaic,SUN,PV
2019,6,61658,"Panda Solar NC 5, LLC",IPP,"Panda Solar NC 5, LLC",NC,62123,20007,1.0,Solar Photovoltaic,SUN,PV
2019,6,61660,"Panda Solar NC 6, LLC",IPP,"Panda Solar NC 6, LLC",NC,62124,20028,1.0,Solar Photovoltaic,SUN,PV
2019,6,61662,"Panda Solar NC 9, LLC",IPP,"Panda Solar NC 9, LLC",NC,62127,20022,2.0,Solar Photovoltaic,SUN,PV
2019,6,61743,"Patriot Wind Farm, LLC",IPP,Patriot Wind Farm,TX,58614,PAT1,226.1,Onshore Wind Turbine,WND,WT
2019,6,61485,"Rio Bravo Windpower, LLC",IPP,"Rio Bravo Windpower, LLC",TX,61865,1,237.6,Onshore Wind Turbine,WND,WT
2019,6,61605,Riverhead Solar Farm LLC,IPP,Riverhead Solar Farm,NY,62017,RIV1,20.0,Solar Photovoltaic,SUN,PV
2019,6,17650,Southern Power Co,IPP,Mankato Energy Center,MN,56104,CTG1,174.0,Natural Gas Fired Combined Cycle,NG,CT
2019,6,60947,Tesla Inc.,IPP,Estrella Mountain PV,AZ,60230,PV1,1.8,Solar Photovoltaic,SUN,PV
2019,6,61882,USS Eggo Solar CSG,IPP,USS Eggo Solar CSG,MN,62359,USEGG,1.0,Solar Photovoltaic,SUN,PV
2019,6,61839,USS Kost Trail Solar LLC,IPP,USS Kost Trail Solar CSG,MN,62339,USSKT,1.0,Solar Photovoltaic,SUN,PV
2019,6,19564,University of Notre Dame,Commercial,University of Notre Dame,IN,50366,GT1,5.6,Natural Gas Fired Combustion Turbine,NG,GT
2019,6,19564,University of Notre Dame,Commercial,University of Notre Dame,IN,50366,GT2,5.6,Natural Gas Fired Combustion Turbine,NG,GT
2019,6,61123,Upton County Solar 2 LLC,IPP,Castle Gap Solar,TX,60123,BAT1,9.9,Batteries,MWH,BA
2019,6,60154,White Street Renewables LLC,IPP,White Street Renewables,NC,60364,WSLFG,1.6,Landfill Gas,LFG,IC
2019,6,60875,Wolf Run Energy LLC,IPP,Wolf Run Energy,PA,61263,GEN1,4.4,Natural Gas Internal Combustion Engine,NG,IC
2019,6,60875,Wolf Run Energy LLC,IPP,Wolf Run Energy,PA,61263,GEN2,4.4,Natural Gas Internal Combustion Engine,NG,IC
2019,6,60875,Wolf Run Energy LLC,IPP,Wolf Run Energy,PA,61263,GEN3,4.4,Natural Gas Internal Combustion Engine,NG,IC
2019,6,60875,Wolf Run Energy LLC,IPP,Wolf Run Energy,PA,61263,GEN4,4.4,Natural Gas Internal Combustion Engine,NG,IC
2019,6,60875,Wolf Run Energy LLC,IPP,Wolf Run Energy,PA,61263,GEN5,4.4,Natural Gas Internal Combustion Engine,NG,IC
2019,6,61902,Wright Kirby 1-5 CSG,IPP,Wright Kirby 1-5 CSG,MN,62365,WK1,1.0,Solar Photovoltaic,SUN,PV
2019,6,61902,Wright Kirby 1-5 CSG,IPP,Wright Kirby 1-5 CSG,MN,62365,WK2,1.0,Solar Photovoltaic,SUN,PV
2019,6,61902,Wright Kirby 1-5 CSG,IPP,Wright Kirby 1-5 CSG,MN,62365,WK3,1.0,Solar Photovoltaic,SUN,PV
2019,6,61902,Wright Kirby 1-5 CSG,IPP,Wright Kirby 1-5 CSG,MN,62365,WK4,1.0,Solar Photovoltaic,SUN,PV
2019,6,61902,Wright Kirby 1-5 CSG,IPP,Wright Kirby 1-5 CSG,MN,62365,WK5,1.0,Solar Photovoltaic,SUN,PV
2019,7,60278,64KT 8me LLC,IPP,Springbok 3 Solar Farm,CA,60491,SB3SF,90.0,Solar Photovoltaic,SUN,PV
2019,7,61012,AES Distributed Energy,IPP,Williamsburg,MA,62202,WIL01,4.0,Solar Photovoltaic,SUN,PV
2019,7,61344,Advanced Microgrid Solutions,IPP,HEBT WLA 1,CA,61721,WLA04,1.5,Batteries,MWH,BA
2019,7,61344,Advanced Microgrid Solutions,IPP,HEBT WLA 1,CA,61721,WLA05,1.3,Batteries,MWH,BA
2019,7,61344,Advanced Microgrid Solutions,IPP,HEBT WLA 1,CA,61721,WLA07,1.0,Batteries,MWH,BA
2019,7,61344,Advanced Microgrid Solutions,IPP,HEBT WLA 1,CA,61721,WLA08,1.9,Batteries,MWH,BA
2019,7,61344,Advanced Microgrid Solutions,IPP,HEBT WLA 1,CA,61721,WLA10,1.3,Batteries,MWH,BA
2019,7,61608,"Agilon Energy Holdings II, LLC",IPP,Victoria Port Power LLC,TX,61242,VP-1,50.0,Natural Gas Fired Combustion Turbine,NG,GT
2019,7,61608,"Agilon Energy Holdings II, LLC",IPP,Victoria Port Power LLC,TX,61242,VP-2,50.0,Natural Gas Fired Combustion Turbine,NG,GT
2019,7,62671,"Chester NY 1, LLC",IPP,Chester CSG,NY,62761,CH,2.0,Solar Photovoltaic,SUN,PV
2019,7,61060,Cypress Creek Renewables,IPP,Palmetto Plains,SC,62679,1405,75.0,Solar Photovoltaic,SUN,PV
2019,7,60370,"DG AMP Solar, LLC",IPP,DG AMP Solar Piqua Manier,OH,62792,AMPPM,12.6,Solar Photovoltaic,SUN,PV
2019,7,61187,"DG Minnesota CSG, LLC",IPP,Haven Solar Project CSG,MN,62651,HAVEN,3.0,Solar Photovoltaic,SUN,PV
2019,7,61567,DP-C2 Episode 1 LLC,IPP,Richardson Solar II,SC,61972,C2BV,3.6,Solar Photovoltaic,SUN,PV
2019,7,56201,Engie North America,IPP,"Solomon Forks Wind Project, LLC",KS,61984,WTGS,275.6,Onshore Wind Turbine,WND,WT
2019,7,60399,"GASNA 6P, LLC",IPP,San Joaquin Solar,CA,60678,SJ1B,1.5,Solar Photovoltaic,SUN,PV
2019,7,7140,Georgia Power Co,Electric Utility,Guyton Community Solar,GA,62392,1,3.6,Solar Photovoltaic,SUN,PV
2019,7,60428,"Green City Recovery, LLC",IPP,"Green City Recovery, LLC",KY,60703,2,1.0,Landfill Gas,LFG,IC
2019,7,61952,Hanford Renewable Energy LLC,IPP,Verwey-Hanford Dairy Digester #2,CA,62418,4,1.0,Other Waste Biomass,OBG,IC
2019,7,61952,Hanford Renewable Energy LLC,IPP,Verwey-Hanford Dairy Digester #3,CA,62419,4,1.0,Other Waste Biomass,OBG,IC
2019,7,9234,Indiana Municipal Power Agency,Electric Utility,Tipton Solar Park,IN,62305,STIP,5.3,Solar Photovoltaic,SUN,PV
2019,7,62649,KDC Solar ASGM LLC,IPP,KDC Solar ASGM,NJ,62739,ARDAH,3.8,Solar Photovoltaic,SUN,PV
2019,7,62038,MSC-Chisago01 LLC,IPP,MSC-Chisago01 LLC CSG,MN,62536,52739,1.0,Solar Photovoltaic,SUN,PV
2019,7,62039,MSC-Rice01 LLC,IPP,MSC-Rice01 LLC CSG,MN,62537,52738,1.0,Solar Photovoltaic,SUN,PV
2019,7,61227,Nautilus Solar Solutions,IPP,"Synergen Panorama, LLC CSG",MD,62327,SP,6.6,Solar Photovoltaic,SUN,PV
2019,7,61659,"Panda Solar NC 7 , LLC",IPP,"Panda Solar NC 7, LLC",NC,62125,20038,1.5,Solar Photovoltaic,SUN,PV
2019,7,61677,Sol Systems,IPP,Warren Solar Farm LLC,NC,62223,10423,5.0,Solar Photovoltaic,SUN,PV
2019,7,60947,Tesla Inc.,IPP,"Bd of Educ of Queen Anne's Cnty, Cnty HS",MD,62074,PV1,1.7,Solar Photovoltaic,SUN,PV
2019,7,60947,Tesla Inc.,IPP,Blue Shld Of Cal- El Dorado Hlls Mtr B,CA,62077,PV1,2.1,Solar Photovoltaic,SUN,PV
2019,7,60472,Tungsten Mountain,IPP,Tungsten Mountain,NV,60785,TMSOL,7.3,Solar Photovoltaic,SUN,PV
